name,memory_size,memory_type,bus_speed,module_sticks,module_capacity,first_word_latency,cas_latency
OLOy MD4U083016BHDA,16.0,4,3000,2,8,10.667,16.0
OLOy MD4U162417BFDA,32.0,4,2400,2,16,14.167,17.0
OLOy MD4U082616BHDA,16.0,4,2666,2,8,12.003,16.0
TEAMGROUP T-Force Dark Z,32.0,4,3600,2,16,10.0,18.0
PNY Performance,8.0,4,2666,1,8,14.254,19.0
Crucial CT16G4RFD8266-2G6E1,16.0,4,2666,1,16,14.254,19.0
Thermaltake H-ONE,8.0,4,2666,1,8,14.254,19.0
Patriot Signature Line,64.0,4,3200,2,32,13.75,22.0
ADATA XPG SPECTRIX D50,32.0,4,3000,2,16,10.667,16.0
G.Skill Trident Z Royal,16.0,4,4266,2,8,7.501,16.0
Kingston HyperX Predator,64.0,4,3200,2,32,10.0,16.0
Neo Forza NMUD480E82-3200DB21,16.0,4,3200,2,8,10.0,16.0
G.Skill Trident Z Neo,64.0,4,3800,2,32,9.474,18.0
G.Skill Trident Z Neo,32.0,4,3800,2,16,9.474,18.0
Kingston HyperX Fury,64.0,4,2400,4,16,12.5,15.0
Kingston HyperX Predator RGB,256.0,4,3200,8,32,10.0,16.0
Apacer AU,8.0,4,2133,1,8,14.065,15.0
Neo Forza FAYE,16.0,4,3200,1,16,10.0,16.0
TEAMGROUP T-Force Xtreem ARGB,32.0,4,3200,2,16,8.75,14.0
OLOy Blade RGB,32.0,5,4800,2,16,16.667,40.0
OLOy Blade,32.0,5,4800,2,16,16.667,40.0
Acer Predator Apollo RGB,32.0,4,3600,2,16,7.778,14.0
Acer Predator Talos,32.0,4,3200,2,16,10.0,16.0
Acer Predator Talos,16.0,4,3600,2,8,10.0,18.0
OLOy Blade RGB,16.0,5,4800,2,8,16.667,40.0
G.Skill Trident Z Royal Elite,64.0,4,3600,4,16,7.778,14.0
G.Skill Trident Z Royal,16.0,4,4000,2,8,7.0,14.0
G.Skill Trident Z Royal,16.0,4,4800,2,8,7.917,19.0
OLOy Blade RGB,32.0,4,3200,2,16,8.75,14.0
OLOy Blade RGB,32.0,4,3600,2,16,7.778,14.0
OLOy Blade RGB,16.0,4,4000,2,8,7.5,15.0
V-Color Manta XPrism RGB,32.0,5,6200,2,16,11.613,36.0
V-Color Manta XPrism RGB,32.0,5,6400,2,16,10.0,32.0
G.Skill TridentZ RGB,32.0,4,4266,2,16,7.501,16.0
HP V10 RGB,16.0,4,3200,2,8,8.75,14.0
GeIL Orion RGB AMD Edition,32.0,4,4000,1,32,9.0,18.0
GeIL Orion RGB AMD Edition,16.0,4,3600,1,16,10.0,18.0
GeIL Orion RGB AMD Edition,16.0,4,3000,2,8,10.667,16.0
GeIL Polaris RGB,16.0,5,5200,1,16,13.077,34.0
Kingston Fury Renegade RGB,64.0,4,3200,2,32,10.0,16.0
Kingston Fury Renegade RGB,64.0,4,3600,2,32,10.0,18.0
TEAMGROUP T-Force Vulcan Z,32.0,4,3600,1,32,10.0,18.0
TEAMGROUP T-Force Delta RGB,32.0,4,2666,2,16,12.003,16.0
Kingston FURY Renegade,64.0,4,2666,4,16,9.752,13.0
Kingston FURY Renegade,32.0,4,2666,4,8,9.752,13.0
Kingston FURY Renegade,128.0,4,2666,4,32,11.253,15.0
Kingston FURY Renegade,32.0,4,3200,4,8,10.0,16.0
Kingston ValueRAM,64.0,5,4800,2,32,16.667,40.0
PNY XLR8,16.0,4,3600,1,16,10.0,18.0
TEAMGROUP T-Force Xtreem ARGB,128.0,4,3200,8,16,10.0,16.0
Lexar Hades RGB,16.0,4,3600,1,16,10.0,18.0
V-Color SKYWALKER PLUS,64.0,4,3200,2,32,10.0,16.0
TEAMGROUP T-Force Dark Za,64.0,4,3200,2,32,10.0,16.0
TEAMGROUP T-Create Expert,16.0,4,3600,2,8,7.778,14.0
TEAMGROUP T-Force Xtreem,16.0,4,4800,2,8,8.333,20.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,64.0,4,3200,2,32,10.0,16.0
ADATA XPG SPECTRIX D50,8.0,4,3000,1,8,10.667,16.0
PNY XLR8 Gaming EPIC-X RGB,16.0,4,4600,2,8,8.261,19.0
V-Color XSky RGB,32.0,5,6200,2,16,11.613,36.0
Mushkin Redline Lumina,16.0,4,4000,2,8,9.0,18.0
Mushkin Redline Lumina,64.0,4,3200,2,32,8.75,14.0
Mushkin Redline,16.0,4,3000,2,8,12.0,18.0
Mushkin Silverline,4.0,4,2133,1,4,14.065,15.0
G.Skill Trident Z,64.0,5,5600,2,32,10.714,30.0
G.Skill Sniper X,16.0,4,2666,2,8,14.254,19.0
G.Skill F4-3200C16D-16GTZKO,16.0,4,3200,2,8,10.0,16.0
G.Skill F4-3600C17Q-64GTZ,64.0,4,3600,4,16,9.444,17.0
G.Skill F4-3866C19Q2-128GTZSW,128.0,4,3866,8,16,9.829,19.0
G.Skill F4-4200C19Q2-64GTZKK,64.0,4,4200,8,8,9.048,19.0
G.Skill Ripjaws 4,8.0,4,3000,1,8,10.667,16.0
Acer Predator Vesta RGB,16.0,4,3200,2,8,11.25,18.0
Patriot Viper Venom RGB,16.0,4,3600,1,16,10.0,18.0
Patriot Viper Venom RGB,32.0,4,3600,2,16,10.0,18.0
Silicon Power XPOWER Zenith Gaming,8.0,4,3600,1,8,10.0,18.0
Silicon Power XPOWER Zenith Gaming,16.0,4,3600,1,16,10.0,18.0
Silicon Power XPOWER Zenith Gaming,16.0,4,3600,2,8,10.0,18.0
Silicon Power XPOWER Zenith Gaming,8.0,4,3200,1,8,10.0,16.0
Silicon Power XPOWER Zenith RGB Gaming,32.0,5,5600,2,16,14.286,40.0
Silicon Power XPOWER Zenith Gaming,64.0,5,5600,2,32,14.286,40.0
Silicon Power XPOWER Turbine,16.0,4,3200,1,16,10.0,16.0
Silicon Power SP008GBLFU213N22,8.0,4,2133,2,4,14.065,15.0
Silicon Power SP008GBLFU240B02,8.0,4,2400,1,8,14.167,17.0
Silicon Power SP008GBLFU320B02,8.0,4,3200,1,8,13.75,22.0
Silicon Power SP016GBLFU266B22,16.0,4,2666,2,8,14.254,19.0
Silicon Power SP016GBLFU266X22,16.0,4,2666,2,8,14.254,19.0
Silicon Power SP032GBLFU320F22,32.0,4,3200,2,16,13.75,22.0
Silicon Power SP032GBSFU266X02,32.0,4,2666,1,32,14.254,19.0
Silicon Power SP008GBLVU480G02,8.0,5,4800,1,8,16.667,40.0
Silicon Power SP064GBLVU480F22,64.0,5,4800,2,32,16.667,40.0
TEAMGROUP T-Force Vulcan,16.0,5,5600,1,16,12.857,36.0
TEAMGROUP T-Force Vulcan,32.0,5,5200,1,32,15.385,40.0
TEAMGROUP Night Hawk RGB Gen 2,16.0,4,3000,2,8,10.667,16.0
TEAMGROUP Night Hawk RGB Gen 2,32.0,4,3600,2,16,10.0,18.0
Mushkin Redline,32.0,5,6000,2,16,12.0,36.0
Mushkin Redline,32.0,5,5600,2,16,12.857,36.0
Neo Forza FAYE,32.0,4,4000,2,16,9.5,19.0
Neo Forza FAYE,32.0,4,4600,2,16,8.261,19.0
Neo Forza FAYE,16.0,4,4600,2,8,8.261,19.0
TEAMGROUP T-Force Delta RGB,64.0,5,5600,2,32,14.286,40.0
Neo Forza MARS,32.0,4,4000,2,16,9.5,19.0
TEAMGROUP Elite Plus,16.0,5,5200,1,16,16.154,42.0
OLOy Blade RGB,32.0,5,5600,2,16,12.857,36.0
TEAMGROUP T-Create Classic,32.0,4,3200,1,32,13.75,22.0
TEAMGROUP T-Force Zeus,64.0,4,3200,2,32,10.0,16.0
TEAMGROUP T-Force Zeus,32.0,4,3200,1,32,10.0,16.0
PROXMEM SPEAR,32.0,5,6800,2,16,11.176,38.0
PROXMEM KERBEROS,16.0,4,3600,2,8,10.0,18.0
Timetec PINNACLE Konduit,64.0,4,3200,2,32,10.0,16.0
PROXMEM KERBEROS TUF,32.0,5,6400,2,16,10.0,32.0
ADATA XPG CASTER RGB,32.0,5,6400,2,16,10.0,32.0
Crucial CT16G48C40D8U5,16.0,5,4800,1,16,16.667,40.0
TEAMGROUP T-Force Vulcan alpha,16.0,5,5600,1,16,14.286,40.0
OLOy Blade RGB,32.0,5,7200,2,16,10.0,36.0
Mushkin Enhanced Redline Stiletto,16.0,4,3600,2,8,8.889,16.0
Mushkin Enhanced Redline Stiletto,32.0,4,3200,2,16,8.75,14.0
OLOy WarHawk RGB,16.0,4,4000,2,8,9.0,18.0
GeIL ORION V RGB,32.0,5,5200,2,16,13.077,34.0
TEAMGROUP Elite Plus,8.0,4,2666,1,8,14.254,19.0
TEAMGROUP Elite Plus,32.0,4,2133,2,16,14.065,15.0
Silicon Power XPOWER Zenith Gaming,32.0,5,5600,2,16,14.286,40.0
GOODRAM IRP-W4000D4V64L18S/16GDC,16.0,4,4000,2,8,9.0,18.0
Apacer Panther RGB,32.0,5,5200,2,16,14.615,38.0
ADATA XPG LANCER RGB,16.0,5,6800,1,16,10.0,34.0
ADATA XPG Lancer Blade RGB,32.0,5,6400,1,32,10.0,32.0
Netac Shadow II,16.0,4,2666,2,8,14.254,19.0
Netac Shadow II,16.0,4,2666,1,16,14.254,19.0
TEAMGROUP T-Force Vulcan,8.0,5,5600,1,8,14.286,40.0
TEAMGROUP T-Force Vulcan,16.0,5,6400,1,16,9.375,30.0
Lexar LD4AS016G-R2666U,16.0,4,2666,1,16,14.254,19.0
Lexar LD4AS008G-R2666GSST,8.0,4,2666,1,8,14.254,19.0
GeIL EVO X II AMD,8.0,4,3000,1,8,12.0,18.0
GeIL EVO X II AMD,16.0,4,2400,1,16,15.833,19.0
VisionTek 901351,32.0,4,3200,1,32,13.75,22.0
Kingston KTD-PE426D8/16G,16.0,4,2666,1,16,14.254,19.0
OLOy Blade,16.0,4,3600,2,8,7.778,14.0
G.Skill Value,8.0,3,1866,1,8,11.79,11.0
Silicon Power SP096GBLVU560P22,96.0,5,5600,2,48,16.429,46.0
Silicon Power XPOWER Zenith Gaming,16.0,5,6000,1,16,10.0,30.0
Silicon Power XPOWER Zenith Gaming,32.0,5,6800,2,16,11.765,40.0
Mushkin Redline Lumina White,32.0,5,6800,2,16,9.412,32.0
Mushkin Redline Lumina,32.0,5,6800,2,16,9.412,32.0
Mushkin Redline Pro,32.0,5,5600,2,16,16.429,46.0
Mushkin Redline,64.0,5,4800,2,32,16.667,40.0
Acer Predator Pallas II,32.0,5,7200,2,16,9.444,34.0
Acer Predator Vesta II RGB,64.0,5,6000,2,32,10.667,32.0
Acer Predator Hermes RGB,32.0,5,7200,2,16,9.444,34.0
Kingston FURY Renegade Pro,256.0,5,5600,8,32,10.0,28.0
V-Color TRA516G56S836O,128.0,5,5600,8,16,12.857,36.0
V-Color TRA524G60S832O,192.0,5,6000,8,24,10.667,32.0
Mushkin Redline,32.0,4,3200,2,16,13.75,22.0
Kingston KVR16R11D4/16HA,16.0,3,1600,1,16,13.75,11.0
Crucial CT2K102464BF186D,16.0,3,1866,2,8,13.934,13.0
Kingston KVR1333D3E9SK2/8G,8.0,3,1333,2,4,13.503,9.0
G.Skill Trident X,16.0,3,2666,2,8,8.252,11.0
Kingston KVR16LS11/8,8.0,3,1600,1,8,13.75,11.0
Corsair Mac Memory,8.0,3,1066,2,4,13.133,7.0
Kingston KVR21R15S4/8,8.0,4,2133,1,8,14.065,15.0
G.Skill Ripjaws,4.0,4,2400,1,4,13.333,16.0
G.Skill Ripjaws,16.0,4,2666,1,16,13.503,18.0
Corsair Vengeance Performance,8.0,4,2400,2,4,13.333,16.0
Kingston KCP316NS8/4,4.0,3,1600,1,4,13.75,11.0
G.Skill Zeta R5 Neo,64.0,5,6400,4,16,10.0,32.0
G.Skill F3-12800CL9S-4GBSQ,4.0,3,1600,1,4,11.25,9.0
Mushkin Essentials,16.0,3,1066,2,8,13.133,7.0
Corsair XMS,8.0,3,1600,1,8,13.75,11.0
Kingston ValueRAM,48.0,3,1600,3,16,13.75,11.0
G.Skill Ripjaws,4.0,4,2133,1,4,14.065,15.0
Corsair Vengeance,8.0,4,2666,2,4,13.503,18.0
G.Skill Trident Z Royal Elite,16.0,4,3600,2,8,7.778,14.0
Kingston Server Premier,8.0,4,2933,1,8,14.32,21.0
Mushkin Redline,64.0,4,2666,2,32,12.003,16.0
Silicon Power SP016GBSFU320X22,16.0,4,3200,2,8,13.75,22.0
TEAMGROUP T-Force Zeus,16.0,4,3200,2,8,13.75,22.0
TEAMGROUP T-Force Zeus,8.0,4,3200,1,8,13.75,22.0
Kingston FURY Impact,16.0,4,2666,1,16,12.003,16.0
Mushkin Redline,32.0,5,5600,2,16,16.429,46.0
Kingston FURY Impact,32.0,5,4800,1,32,15.833,38.0
G.Skill Ripjaws,16.0,3,1600,4,4,11.25,9.0
G.Skill F3-8500CL7D-8GBSQ,8.0,3,1066,2,4,13.133,7.0
Mushkin 991643,2.0,3,1066,1,2,13.133,7.0
Mushkin Essentials,4.0,3,1333,2,2,13.503,9.0
G.Skill F3-12800CL9D-8GBSQ,8.0,3,1600,2,4,11.25,9.0
Mushkin Essentials,8.0,3,1066,1,8,13.133,7.0
G.Skill Sniper Gaming,16.0,3,1600,2,8,11.25,9.0
G.Skill F3-1600C11D-16GSL,16.0,3,1600,2,8,13.75,11.0
Corsair CMSO16GX3M2C1600C11,16.0,3,1600,2,8,11.25,9.0
G.Skill Ares,32.0,3,2133,4,8,10.314,11.0
Samsung M393B1G73DB0-YK0,8.0,3,1600,1,8,13.75,11.0
Kingston KTD-PE421/8G,8.0,4,2133,1,8,14.065,15.0
Kingston KVR13E9/8I,8.0,3,1333,1,8,13.503,9.0
Kingston KVR13LR9D4/16I,16.0,3,1333,1,16,13.503,9.0
Samsung M471B5273DH0-CH9,4.0,3,1333,1,4,13.503,9.0
G.Skill Ripjaws,32.0,4,2666,2,16,13.503,18.0
Kingston ValueRAM,16.0,4,2133,1,16,14.065,15.0
Crucial CT8G4WFD8213,8.0,4,2133,1,8,14.065,15.0
Crucial CT16G4SFD8266,16.0,4,2666,1,16,14.254,19.0
Kingston HyperX Impact,16.0,4,2666,1,16,11.253,15.0
Kingston HyperX Impact,32.0,4,2666,2,16,11.253,15.0
G.Skill Sniper X,64.0,4,3600,4,16,10.556,19.0
G.Skill Trident Z Royal,64.0,4,3200,8,8,8.75,14.0
Silicon Power SP016GBSFU266F02,16.0,4,2666,1,16,14.254,19.0
TEAMGROUP Elite,32.0,4,2666,1,32,14.254,19.0
Mushkin Redline,16.0,4,2933,2,8,11.592,17.0
Mushkin Silverline,16.0,4,2400,1,16,14.167,17.0
G.Skill F4-3600C17D-32GTZ,32.0,4,3600,2,16,9.444,17.0
Patriot Viper Venom RGB,16.0,4,3600,2,8,10.0,18.0
Silicon Power SP016GBLFU266B02,16.0,4,2666,1,16,14.254,19.0
Patriot Signature Line,16.0,5,4800,1,16,19.167,46.0
TEAMGROUP Elite,16.0,5,6400,1,16,16.25,52.0
VisionTek 901345,32.0,4,2933,1,32,14.32,21.0
VisionTek 901350,16.0,4,3200,1,16,13.75,22.0
V-Color TRA524G72S834R3Q,96.0,5,7200,4,24,9.444,34.0
Kingston FURY Renegade Pro,32.0,5,6400,1,32,10.0,32.0
Corsair Dominator,4.0,3,1600,2,2,10.0,8.0
Corsair Dominator,12.0,3,1600,6,2,10.0,8.0
Corsair Dominator,8.0,3,1333,4,2,10.503,7.0
Corsair Dominator,6.0,3,1600,3,2,8.75,7.0
Corsair VS1GB667D2,1.0,2,667,1,1,14.993,5.0
Corsair VS2GB800D2,2.0,2,800,1,2,12.5,5.0
Crucial Ballistix,1.0,2,800,1,1,10.0,4.0
Crucial Ballistix,2.0,2,800,1,2,10.0,4.0
Crucial CT2CP25672AA667,4.0,2,667,2,2,14.993,5.0
Crucial CT2KIT25664BA1067,4.0,3,1066,2,2,13.133,7.0
Crucial CT3KIT25664BA1067,6.0,3,1066,3,2,13.133,7.0
Crucial Ballistix Tracer,4.0,2,800,2,2,10.0,4.0
Kingston ValueRAM,4.0,2,667,2,2,14.993,5.0
OCZ Titanium XTC,4.0,2,800,2,2,10.0,4.0
Kingston HyperX,4.0,3,1600,2,2,10.0,8.0
Corsair XMS3,8.0,3,2000,2,4,9.0,9.0
Corsair XMS3,8.0,3,1600,2,4,11.25,9.0
Corsair Dominator GT,12.0,3,1866,6,2,9.646,9.0
G.Skill PI,8.0,3,1600,4,2,7.5,6.0
G.Skill Trident+ Turbulence II,16.0,3,1600,4,4,8.75,7.0
G.Skill ECO,4.0,3,1600,2,2,10.0,8.0
Kingston HyperX,2.0,3,1600,2,1,11.25,9.0
Kingston HyperX,8.0,3,1600,4,2,11.25,9.0
Kingston HyperX,12.0,3,1600,6,2,11.25,9.0
Patriot Gamer,12.0,3,1600,3,4,11.25,9.0
Patriot Gamer,24.0,3,1600,6,4,11.25,9.0
OCZ Gold,6.0,3,1600,3,2,10.0,8.0
OCZ Reaper HPC,4.0,3,1600,2,2,10.0,8.0
Patriot PSD34G16002H,4.0,3,1600,1,4,11.25,9.0
Mushkin Ridgeback,6.0,3,1600,3,2,10.0,8.0
ADATA Premier,4.0,3,1333,2,2,13.503,9.0
Corsair XMS3,12.0,3,1333,3,4,13.503,9.0
Corsair XMS3,4.0,3,1333,1,4,13.503,9.0
Crucial Ballistix Tracer,2.0,3,1333,1,2,10.503,7.0
Kingston Blu,2.0,3,1333,2,1,13.503,9.0
Kingston Blu,4.0,3,1333,2,2,13.503,9.0
Kingston HyperX T1,6.0,3,2000,3,2,9.0,9.0
G.Skill ECO,4.0,3,1333,2,2,13.503,9.0
G.Skill Ripjaws,16.0,3,1333,4,4,13.503,9.0
G.Skill F3-10666CL9T-6GBNQ,6.0,3,1333,3,2,13.503,9.0
G.Skill F3-10666CL9T2-12GBNQ,12.0,3,1333,6,2,13.503,9.0
G.Skill PI + Turbulence II,4.0,3,2400,2,2,6.667,8.0
OCZ Reaper HPC,16.0,3,1333,4,4,13.503,9.0
Patriot Gamer 2,8.0,3,1333,2,4,13.503,9.0
OCZ Gold,4.0,3,1333,1,4,13.503,9.0
OCZ Gold,4.0,3,2000,2,2,10.0,10.0
Mushkin Silverline,12.0,3,1333,3,4,13.503,9.0
Patriot G Series Sector 5 Edition,8.0,3,1333,2,4,13.503,9.0
Patriot Viper II Sector 5 Edition,4.0,3,2500,2,2,7.2,9.0
GeIL Ultra PLUS,4.0,3,1333,2,2,9.002,6.0
Kingston HyperX,6.0,3,2250,3,2,8.0,9.0
Kingston KVR1333D3K3/6GR,6.0,3,1333,3,2,13.503,9.0
Kingston KVR1066D3K2/4GR,4.0,3,1066,2,2,13.133,7.0
Kingston HyperX,24.0,3,1600,6,4,11.25,9.0
G.Skill Ripjaws X,4.0,3,2133,2,2,8.439,9.0
Mushkin Blackline,4.0,3,1600,2,2,7.5,6.0
Corsair Dominator,24.0,3,1600,6,4,11.25,9.0
G.Skill ECO,8.0,3,1600,4,2,11.25,9.0
OCZ Gold,12.0,3,1600,6,2,10.0,8.0
Corsair XMS,8.0,3,1600,2,4,10.0,8.0
Kingston HyperX T1 Black,24.0,3,1600,6,4,11.25,9.0
Crucial Ballistix Sport,2.0,2,800,1,2,12.5,5.0
Corsair Vengeance,4.0,3,2000,2,2,9.0,9.0
G.Skill Sniper Low Voltage,8.0,3,1600,2,4,11.25,9.0
Crucial CT2KIT25664AC800,4.0,2,800,2,2,15.0,6.0
Crucial CT2KIT6464AC667,1.0,2,667,2,512,14.993,5.0
G.Skill F2-6400CL5S-2GBSK,2.0,2,800,1,2,12.5,5.0
G.Skill F3-10600CL9D-8GBSQ,8.0,3,1333,2,4,13.503,9.0
G.Skill F2-6400CL6D-8GBSQ,8.0,2,800,2,4,15.0,6.0
G.Skill F2-6400CL5S-2GBSQ,2.0,2,800,1,2,12.5,5.0
Kingston KVR1066D3S7/4G,4.0,3,1066,1,4,13.133,7.0
Kingston KHX1600C9S3K2/8GX,8.0,3,1600,2,4,11.25,9.0
PNY Optima,4.0,3,1066,1,4,13.133,7.0
G.Skill Ripjaws,24.0,3,1600,6,4,8.75,7.0
Transcend aXeRAM,8.0,3,2000,2,4,9.0,9.0
Samsung MV-2V1G4D/US,2.0,2,800,2,1,15.0,6.0
Samsung MV-2V2G4D/US,4.0,2,800,2,2,15.0,6.0
Corsair XMS3,12.0,3,1600,3,4,11.25,9.0
Corsair Vengeance,4.0,3,1600,2,2,11.25,9.0
Mushkin Redline,8.0,3,1866,2,4,9.646,9.0
Patriot Gamer 2,8.0,3,1333,2,4,10.503,7.0
Patriot Gamer 2,8.0,3,1600,2,4,11.25,9.0
Kingston KHX1600C9D3X1K2/8GX,8.0,3,1600,2,4,11.25,9.0
Mushkin Blackline,6.0,3,1600,3,2,8.75,7.0
Wintec Value,4.0,3,1333,1,4,13.503,9.0
Samsung MV-3V4G3/US,4.0,3,1600,1,4,13.75,11.0
Kingston Blu,4.0,3,1600,1,4,11.25,9.0
Wintec One,4.0,3,1600,2,2,11.25,9.0
Patriot Gamer 2,8.0,3,1333,1,8,13.503,9.0
Patriot Gamer 2,16.0,3,1333,2,8,13.503,9.0
Crucial CT2KIT51264BD1339,8.0,3,1333,2,4,13.503,9.0
Mushkin Essentials,8.0,3,1333,2,4,13.503,9.0
GeIL EVO CORSA,16.0,3,1866,4,4,9.646,9.0
Wintec Value,2.0,2,800,2,1,15.0,6.0
Kingston KVR1333D3N9/4GKC,4.0,3,1333,1,4,13.503,9.0
Wintec Value,8.0,3,1333,1,8,13.503,9.0
Kingston KVR1333D3S8S9/2GKC,2.0,3,1333,1,2,13.503,9.0
Corsair Vengeance LP,16.0,3,1600,4,4,11.25,9.0
G.Skill Ripjaws Z,16.0,3,2133,4,4,8.439,9.0
GeIL EVO CORSA,32.0,3,1333,4,8,13.503,9.0
Patriot G2,8.0,3,1600,4,2,11.25,9.0
G.Skill Ripjaws X,8.0,3,1600,4,2,11.25,9.0
Pareema MD313C80809L2,4.0,3,1333,2,2,13.503,9.0
Pareema MD313D81609L1,8.0,3,1333,1,8,13.503,9.0
Crucial Ballistix,2.0,3,1600,1,2,10.0,8.0
Mushkin Silverline,16.0,3,1333,4,4,13.503,9.0
Mushkin Essentials,8.0,3,1333,1,8,13.503,9.0
Kingston KHX1600C9D3K8/32GX,32.0,3,1600,8,4,11.25,9.0
G.Skill Ripjaws Z,64.0,3,1333,8,8,13.503,9.0
Kingston KHX1866C9D3K2/8GX,8.0,3,1866,2,4,9.646,9.0
Mushkin Essentials,24.0,3,1333,3,8,13.503,9.0
Mushkin Silverline,24.0,3,1333,3,8,13.503,9.0
Corsair Dominator GT,8.0,3,2133,2,4,8.439,9.0
AMD Entertainment Edition,2.0,3,1600,1,2,11.25,9.0
AMD Performance Edition,4.0,3,1600,2,2,10.0,8.0
G.Skill Ripjaws,4.0,3,2000,2,2,9.0,9.0
Corsair Vengeance,16.0,3,2133,4,4,8.439,9.0
Crucial Ballistix,6.0,3,1333,3,2,10.503,7.0
Crucial Ballistix,8.0,3,1866,2,4,9.646,9.0
GeIL Black Dragon,32.0,3,1333,4,8,13.503,9.0
Patriot G2 Series Division 4,16.0,3,1333,4,4,13.503,9.0
Patriot Viper Xtreme Division 4,16.0,3,1600,4,4,10.0,8.0
Kingston KHX2133C11D3K4/16GX,16.0,3,2133,4,4,10.314,11.0
Crucial Ballistix,4.0,2,800,2,2,12.5,5.0
Crucial Ballistix,2.0,2,800,1,2,12.5,5.0
G.Skill Ripjaws Z,16.0,3,1866,4,4,8.574,8.0
Kingston KHX1866C9D3K2/8G,8.0,3,1866,2,4,9.646,9.0
GeIL EVO CORSA,64.0,3,1333,8,8,13.503,9.0
G.Skill Ripjaws Z,16.0,3,1600,4,4,10.0,8.0
G.Skill Ares,16.0,3,1600,4,4,11.25,9.0
G.Skill Ares,32.0,3,1333,4,8,13.503,9.0
G.Skill Ares,8.0,3,2133,2,4,8.439,9.0
G.Skill Ares,16.0,3,2133,4,4,8.439,9.0
"Patriot Gamer 2 Series, Division 4 Editi",16.0,3,1866,4,4,9.646,9.0
Crucial Ballistix,16.0,3,1600,2,8,10.0,8.0
G.Skill F3-1333C9S-8GSA,8.0,3,1333,1,8,13.503,9.0
G.Skill Ares,32.0,3,1866,4,8,10.718,10.0
Kingston HyperX,8.0,3,1866,4,2,9.646,9.0
Crucial Ballistix Elite,16.0,3,1866,2,8,9.646,9.0
G.Skill Ripjaws Z,32.0,3,2400,4,8,8.333,10.0
PNY MD16384K4D3-1866-X9,16.0,3,1866,4,4,9.646,9.0
PNY MD8192KD3-2133-X10,8.0,3,2133,2,4,9.376,10.0
G.Skill Ripjaws Z,64.0,3,2133,8,8,10.314,11.0
Mushkin Redline,16.0,3,1866,4,4,9.646,9.0
G.Skill F2-8500CL5D-4GBPI,4.0,2,1066,2,2,9.381,5.0
Crucial Ballistix,8.0,3,1600,1,8,10.0,8.0
G.Skill Trident X,8.0,3,2600,2,4,7.692,10.0
G.Skill Ripjaws Z,8.0,3,2400,2,4,8.333,10.0
G.Skill Trident X,16.0,3,2600,4,4,7.692,10.0
Crucial Ballistix,8.0,3,1600,4,2,11.25,9.0
Corsair XMS,16.0,3,1333,2,8,13.503,9.0
Corsair XMS,32.0,3,1333,4,8,13.503,9.0
Kingston KHX24C11T1K2/8X,8.0,3,2400,2,4,9.167,11.0
Kingston KHX21C11T1BK2/16X,16.0,3,2133,2,8,10.314,11.0
G.Skill Trident X,32.0,3,2600,4,8,8.462,11.0
Corsair Dominator Platinum,8.0,3,2133,2,4,8.439,9.0
Corsair Vengeance LP,8.0,3,2133,2,4,8.439,9.0
Patriot Viper 3,32.0,3,2133,4,8,10.314,11.0
Corsair Dominator Platinum,16.0,3,2400,4,4,7.5,9.0
Patriot Viper 3,32.0,3,1600,4,8,11.25,9.0
Patriot Viper 3,16.0,3,2133,4,4,10.314,11.0
"Patriot Intel Extreme Master, Limited Ed",16.0,3,1600,4,4,11.25,9.0
G.Skill Trident X,32.0,3,2133,4,8,8.439,9.0
"Patriot Intel Extreme Master, Limited Ed",16.0,3,2133,4,4,10.314,11.0
GeIL EVO VELOCE,32.0,3,1600,4,8,12.5,10.0
Kingston XMP Blu Red,8.0,3,1600,2,4,11.25,9.0
Corsair Vengeance,16.0,3,2400,4,4,7.5,9.0
Corsair Dominator Platinum,32.0,3,1600,4,8,11.25,9.0
Mushkin Silverline,8.0,3,1600,1,8,13.75,11.0
Mushkin Silverline,32.0,3,1600,4,8,13.75,11.0
AMD Entertainment Edition,16.0,3,1600,2,8,13.75,11.0
Kingston KVR16N11H/2,2.0,3,1600,1,2,13.75,11.0
Corsair Dominator,16.0,3,1866,2,8,9.646,9.0
Kingston Predator,32.0,3,1600,4,8,11.25,9.0
G.Skill Ripjaws Z,16.0,3,1866,2,8,9.646,9.0
G.Skill Trident X,32.0,3,1600,4,8,8.75,7.0
Kingston Predator,8.0,3,1600,2,4,11.25,9.0
G.Skill Trident X,8.0,3,2666,2,4,7.502,10.0
Mushkin Blackline,16.0,3,2400,4,4,9.167,11.0
Kingston KVR16N11H/4,4.0,3,1600,1,4,13.75,11.0
Corsair Dominator Platinum,16.0,3,2800,4,4,7.857,11.0
Kingston Black,16.0,3,1600,2,8,12.5,10.0
Kingston HyperX Beast,16.0,3,1600,2,8,11.25,9.0
Kingston HyperX Beast,16.0,3,2400,4,4,9.167,11.0
Kingston HyperX Beast,8.0,3,1600,2,4,11.25,9.0
Kingston HyperX Beast,16.0,3,1600,4,4,11.25,9.0
Kingston XMP 10th Anniversary,16.0,3,1600,2,8,11.25,9.0
GeIL EVO VELOCE,16.0,3,1866,2,8,10.718,10.0
G.Skill Trident X,16.0,3,1866,2,8,8.574,8.0
G.Skill Ares,8.0,3,2133,2,4,9.376,10.0
G.Skill Ares,16.0,3,2400,4,4,9.167,11.0
