name,capacity,rpm,cache,form_factor,interface
Seagate ST4000VM000,4000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Seagate ST640LM000,640.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Hitachi 0F19847,4000.0,5700.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation Product Series:ES.3,3000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Savvio,300.0,10000.0,64.0,2.5,SATA 6.0 Gb/s
Lenovo ThinkPad,500.0,7200.0,32.0,2.5,SATA 3.0 Gb/s
Toshiba MG03ACA,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital WD7500BFCX,750.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Seagate Constellation.2,500.0,7200.0,64.0,2.5,SAS 6.0 Gb/s
Western Digital Black,250.0,7200.0,16.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,4000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Hitachi Travelstar,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Seagate Enterprise Performance 10K.7,1200.0,10000.0,64.0,2.5,SAS 6.0 Gb/s
Western Digital AV-GP,4000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar NAS,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MG03ACA400,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Lenovo 4N40A33711,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate ST380215AS-IM,80.0,7200.0,2.0,3.5,SAS 3.0 Gb/s
Hitachi Deskstar NAS,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,8000.0,7200.0,128.0,3.5,SAS 6.0 Gb/s
Seagate ST4000NM0044,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST6000NM0044,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate STBD2000102,2000.0,5400.0,32.0,2.5,SATA 6.0 Gb/s
Hitachi He6,6000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
IBM 90Y8890,600.0,10000.0,,2.5,SAS 6.0 Gb/s
Seagate ST2000NM0044,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,5000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST6000NM0084,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise NAS,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba PH3400U-1I72,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST900MM0128,900.0,10000.0,128.0,2.5,SAS 12.0 Gb/s
Seagate ST6000NM0014,6000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Seagate ST1000LM015,1000.0,,,2.5,SATA 6.0 Gb/s
Seagate ST500LM001,500.0,,,2.5,SATA 6.0 Gb/s
Seagate ST6000DX000,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K6000,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Dell 341-9520,450.0,15000.0,16.0,3.5,SAS 3.0 Gb/s
Western Digital Purple NV,4000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Purple NV,6000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
HP E2P03AA,900.0,10000.0,16.0,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar 7K6000,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST2000NX0353,2000.0,7200.0,128.0,2.5,SAS 12.0 Gb/s
Hitachi MegaScale DC 4000.B,4000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise NAS,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Momentus 5400.3,80.0,5400.0,8.0,2.5,PATA 44-Pin 100
Hitachi Ultrastar Archive Ha10,10000.0,7200.0,256.0,3.5,SAS 6.0 Gb/s
Toshiba HDWA110XZSTA,1000.0,5700.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital RE,4000.0,7200.0,32.0,3.5,SAS 6.0 Gb/s
Western Digital Caviar SE,250.0,7200.0,8.0,3.5,PATA 100
Seagate ST1000LX001,1000.0,,,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,8000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Barracuda 7200.9,160.0,7200.0,8.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi 0F30144,12000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Hitachi 0F10942,2000.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk,14000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,1000.0,7200.0,128.0,2.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,1200.0,10000.0,256.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,1800.0,10000.0,256.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,2000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Seagate Desktop,8000.0,5400.0,,3.5,SATA 6.0 Gb/s
Seagate ST3250412CS,250.0,5900.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital Blue UltraSlim,500.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Toshiba X300,14000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,300.0,15000.0,256.0,2.5,SAS 12.0 Gb/s
Toshiba MG07ACA14TA,14000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA400E,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST500VM000,500.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,16000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
LaCie ST1000LM038,1000.0,5400.0,128.0,2.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,2000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 4Kn,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8 4Kn,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8 512e,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba V300,2000.0,5700.0,,3.5,SATA 6.0 Gb/s
Toshiba V300,3000.0,5940.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba N300,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA200A,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG08ADA400N,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn,18000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SIE,16000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn,12000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SED,10000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MN,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba DT02-VH,4000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba DT02-V,4000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba DT01-V,3000.0,5940.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba DT02,4000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,18000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Samsung Spinpoint M5,160.0,5400.0,8.0,2.5,PATA 44-Pin 100
Toshiba N300,8000.0,7200.0,,3.5,SATA 6.0 Gb/s
Seagate ST500LT032,500.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Seagate Enterprise,8000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Toshiba S300,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e,12000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,450.0,10000.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital RE4-GP,2000.0,5900.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital RE3,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital RE3,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2,400.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2,160.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2-GP,750.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2-GP,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,800.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,750.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,640.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,120.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital AV,500.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,750.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,750.0,5400.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,640.0,5400.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,320.0,5400.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV-25,320.0,5400.0,32.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,250.0,5400.0,32.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,160.0,5400.0,32.0,2.5,SATA 3.0 Gb/s
Hitachi A7K1000-500,500.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,640.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,160.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.B,750.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Hitachi E7K1000,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,1500.0,5900.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,750.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,320.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,250.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,320.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,250.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,250.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,160.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 RE,640.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F2 EG,1500.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 EG,750.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 EG,640.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 EG,500.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 EG,250.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,80.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 RAID,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 RAID,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 RAID,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 RAID,250.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 CE,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 CE,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 CE,640.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 CE,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 CE,320.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 CE,250.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint MP4,640.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint MP4,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint MP4,320.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,120.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,640.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,160.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,250.0,7200.0,8.0,3.5,PATA 100
Western Digital Caviar Blue,160.0,7200.0,8.0,3.5,PATA 100
Western Digital Caviar SE,320.0,7200.0,8.0,3.5,PATA 100
Western Digital AV,500.0,7200.0,8.0,3.5,PATA 100
Western Digital Caviar SE,500.0,7200.0,8.0,3.5,PATA 100
Seagate Momentus,640.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,1500.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital RE4-GP,1500.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Hitachi A7K1000,500.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Hitachi E5K500.B,160.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,160.0,7200.0,8.0,3.5,SATA 6.0 Gb/s
Seagate SV35,500.0,7200.0,16.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar GP,320.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Hitachi Deskstar,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 5K1000,500.0,5400.0,8.0,3.5,SATA 3.0 Gb/s
Hitachi H3IK30003254SW,3000.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Samsung Spinpoint F4EG,1500.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Hitachi Deskstar,3000.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Momentus 7200 FDE.2,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Hitachi 0Y30055,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation,160.0,7200.0,32.0,2.5,SATA 3.0 Gb/s
Seagate Momentus,320.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Hitachi 0Y30051,160.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus XT,500.0,7200.0,32.0,2.5,SATA 3.0 Gb/s
Seagate ST90250N1A1AS-RK,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,500.0,5400.0,32.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M8,750.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200 FDE.2,160.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,320.0,5400.0,8.0,2.5,PATA 44-Pin 100
Toshiba MK3265GSX,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba MK5056GSY,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M8,160.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,150.0,10000.0,32.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar,2000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,2500.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,150.0,10000.0,32.0,2.5,SATA 3.0 Gb/s
Hitachi 0J11562,640.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z5K500,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K750,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Hitachi Deskstar 7K1000.D,750.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Hitachi H3IK40003254SW,4000.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,500.0,5400.0,16.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar 7K500,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,500.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Hitachi H3IK40003272SP,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi H3IK40003254SP,4000.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,320.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Seagate Momentus Thin,250.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,250.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,250.0,10000.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital AV,500.0,7200.0,16.0,3.5,SATA 6.0 Gb/s
Western Digital AV,320.0,7200.0,8.0,3.5,PATA 100
Western Digital AV-25,160.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus Thin,160.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital AV,250.0,7200.0,16.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,2500.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Hitachi 0A78743,320.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK2561GSYN,250.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,500.0,10000.0,64.0,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,640.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba HDKBB97,750.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba PH3200U-1I72,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba PH2050U-1I54,500.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Samsung ST750LM002/HN-M750MBB,750.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung ST250DM001/HD253GJ,250.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Seagate STBD4000400,4000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation CS ISE,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation CS ISE,1000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital RE,2000.0,7200.0,32.0,3.5,SAS 6.0 Gb/s
Western Digital AV-25,500.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Axiom HD250SATA7-AX,250.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Hitachi 0F14690,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar,1000.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,300.0,10000.0,64.0,2.5,SAS 6.0 Gb/s
Toshiba HDKBB097,750.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Seagate ST3000VN000,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi 5K100,640.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Hitachi HITACHI-0F12460,3000.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,500.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Seagate Savvio 10K.5,600.0,10000.0,64.0,2.5,SAS 6.0 Gb/s
Western Digital WDBMYH3200ANC-NRSN,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital Blue,250.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Hitachi 0G02001,3000.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Lenovo 0C19494,300.0,15000.0,32.0,2.5,SAS 6.0 Gb/s
Lenovo 0C19495,500.0,7200.0,32.0,2.5,SATA 6.0 Gb/s
Toshiba MQ01ABC150,1500.0,5400.0,8.0,2.5,SAS 3.0 Gb/s
Toshiba P000539200,640.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba WD6400BPVT,640.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba AL13SE,300.0,10500.0,64.0,2.5,SAS 6.0 Gb/s
Toshiba AL13SE,900.0,10500.0,64.0,2.5,SAS 6.0 Gb/s
Toshiba AL13SE,600.0,10500.0,64.0,2.5,SAS 6.0 Gb/s
Toshiba MBF230LRC,300.0,10000.0,16.0,3.5,SAS 6.0 Gb/s
Toshiba MG03SCA,1000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Toshiba MG03SCA,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MG03SCA,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,1000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,1000.0,7200.0,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,2000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation,500.0,7200.0,16.0,2.5,SAS 6.0 Gb/s
Seagate Barracuda ES.2,500.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Black,160.0,7200.0,16.0,2.5,SATA 6.0 Gb/s
Western Digital WD3200BPVT/BVVT/BEVT,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate ST320LT030,320.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Seagate Constellation Product Series:ES.3,4000.0,7200.0,128.0,3.5,SAS 6.0 Gb/s
Western Digital WDBMYH5000ANC-NRSN,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar,500.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
IBM 43X0805,300.0,15000.0,16.0,3.5,SAS 3.0 Gb/s
Toshiba MG03SCA400,4000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Hitachi 0S03355,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar NAS,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABD100H,1000.0,,32.0,2.5,SATA 6.0 Gb/s
Axiom HD32072S-AX,320.0,7200.0,,3.5,SATA 3.0 Gb/s
IBM 90Y8572,2000.0,7200.0,,3.5,SAS 6.0 Gb/s
Axiom 0A89470-AX,500.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Axiom 0A89478-AX,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi 0J23353,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate ST3000VX002,3000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Seagate STBD6000100,6000.0,5900.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi He6,6000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Hitachi Travelstar Z5K500,500.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Lenovo ThinkPad,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate ST320LM010,320.0,7200.0,32.0,2.5,SATA 6.0 Gb/s
Seagate Savvio 15K.3,300.0,15000.0,64.0,2.5,SAS 6.0 Gb/s
Toshiba MK1661GSYN,160.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba MQ01ABD075 dup,750.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba PH2050U-1SHD,500.0,,32.0,2.5,SATA 6.0 Gb/s
Western Digital Xe,900.0,10000.0,32.0,2.5,SAS 6.0 Gb/s
Hitachi Ultrastar C10K900,600.0,10000.0,64.0,2.5,SAS 6.0 Gb/s
Seagate ST2000NM0054,2000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Hitachi 0S03364,4000.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,5000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
HP 653950-001,146.0,15000.0,,2.5,SAS 6.0 Gb/s
Seagate ST1000LM028,1000.0,,,2.5,SATA 6.0 Gb/s
Hitachi Deskstar,3000.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Seagate ST2000NM0034,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST2000NX0273,2000.0,7200.0,128.0,2.5,SAS 12.0 Gb/s
Seagate Enterprise NAS,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise NAS,3000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate SV35,3000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Seagate SV35,3000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise NAS,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST6000NM0104,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Black,250.0,7200.0,32.0,2.5,SATA 6.0 Gb/s
Western Digital Black,320.0,7200.0,32.0,2.5,SATA 6.0 Gb/s
Seagate ST373454LC-RF,73.4,15000.0,8.0,3.5,SAS 3.0 Gb/s
Toshiba MD03ACA-V,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MD03ACA-V,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MD03ACA-V,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar C7K1000,1000.0,7200.0,64.0,2.5,SAS 6.0 Gb/s
Seagate ST1000NX0333,1000.0,7200.0,128.0,2.5,SAS 12.0 Gb/s
Hitachi Ultrastar C15K600,600.0,15000.0,128.0,2.5,SAS 12.0 Gb/s
Hitachi Ultrastar 7K6000,2000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar He6,6000.0,7200.0,128.0,3.5,SAS 6.0 Gb/s
Seagate ST4000NM0054,4000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
